"staff","copy_id","date","super"
"125","18814","02 01 2024","Haag, Abshire and Weimann"
"34","18815","02 01 2024","Hegmann, Herzog and Cormier"
"399","18816","02 01 2024","Fahey, Towne and Ankunding"
"2","18817","02 01 2024","Fritsch, Kassulke and Oberbrunner"
"497","18818","02 01 2024","McKenzie LLC"
"38","18819","02 01 2024","Altenwerth, Larkin and Prosacco"
"459","18820","02 01 2024","Flatley Group"
"416","18821","02 01 2024","Runolfsdottir, Blanda and Homenick"
"193","18822","02 01 2024","Raynor, Hilll and Shanahan"
"67","18823","02 01 2024","Schmeler - Rosenbaum"
"5","18824","02 01 2024","Ullrich - Rolfson"
"406","18825","02 01 2024","Tillman - Kunde"
"115","18826","02 01 2024","Lowe, Herzog and Willms"
"379","18827","02 01 2024","Mertz - Bayer"
"173","18828","02 01 2024","Stoltenberg Group"
"435","18829","02 01 2024","Marquardt, Schmitt and Harvey"
"179","18830","02 01 2024","Braun Inc"
"65","18831","02 01 2024","Lemke Group"
"7","18832","02 01 2024","Lakin and Sons"
"163","18833","02 01 2024","Bailey, Pagac and White"
"421","18834","02 01 2024","Sauer, Cronin and Volkman"
"471","18835","02 01 2024","Fadel, Moen and Sanford"
"49","18836","02 01 2024","Murphy, Nikolaus and Powlowski"
"474","18837","02 01 2024","Green - Konopelski"
"69","18838","02 01 2024","Gleason, Hintz and Kohler"
"164","18839","02 01 2024","Howe LLC"
"326","18840","02 01 2024","Haag, Dach and Will"
"202","18841","02 01 2024","Marks - Berge"
"43","18842","02 01 2024","Wolf Group"
"336","18843","02 01 2024","O'Connell and Sons"
"259","18844","02 01 2024","Kunde, Crooks and Keeling"
"343","18845","02 01 2024","Moen, Rath and Veum"
"59","18846","02 01 2024","Huel, Wehner and Lindgren"
"448","18847","02 01 2024","Leffler, Walsh and Boyle"
"14","18848","02 01 2024","Grimes and Sons"
"62","18849","02 01 2024","Leffler - Hagenes"
"375","18850","02 01 2024","Rosenbaum, Beer and Prosacco"
"490","18851","02 01 2024","O'Conner Inc"
"207","18852","02 01 2024","Kozey Inc"
"444","18853","02 01 2024","Koch - Mraz"
"127","18854","02 01 2024","Vandervort, Cummerata and Gottlieb"
"99","18855","02 01 2024","Runolfsdottir - Bahringer"
"93","18856","02 01 2024","Pouros, Flatley and Abshire"
"103","18857","02 01 2024","Gorczany Group"
"234","18858","02 01 2024","McKenzie - Feest"
"105","18859","02 01 2024","Schoen - Leuschke"
"232","18860","02 01 2024","Quitzon and Sons"
"173","18861","02 01 2024","Hickle, Macejkovic and Bahringer"
"290","18862","02 01 2024","Considine and Sons"
"422","18863","02 01 2024","Stracke Group"
"259","18864","02 01 2024","Macejkovic - Rogahn"
"42","18865","02 01 2024","Dare, Schuster and Huel"
"145","18866","02 01 2024","Bergnaum - Dach"
"423","18867","02 01 2024","Pouros, Larkin and Harvey"
"419","18868","02 01 2024","Thiel, Smith and Borer"
"53","18869","02 01 2024","Ernser, Hyatt and Mann"
"370","18870","02 01 2024","Stiedemann Inc"
"212","18871","02 01 2024","Paucek Inc"
"335","18872","02 01 2024","Torphy Group"
"391","18873","02 01 2024","Doyle LLC"
"60","18874","02 01 2024","Schaden Inc"
"172","18875","02 01 2024","Langworth - Harris"
"251","18876","02 01 2024","Jakubowski and Sons"
"170","18877","02 01 2024","Crona and Sons"
"492","18878","02 01 2024","Schuster Inc"
"112","18879","02 01 2024","Lueilwitz Group"
"218","18880","02 01 2024","Kovacek - Brekke"
"100","18881","02 01 2024","Hudson - Bashirian"
"35","18882","02 01 2024","Frami - Ryan"
"201","18883","02 01 2024","Durgan - Bernhard"
"427","18884","02 01 2024","Aufderhar, Runolfsdottir and Ullrich"
"301","18885","02 01 2024","Corkery LLC"
"148","18886","02 01 2024","Braun and Sons"
"480","18887","02 01 2024","Muller - Steuber"
"136","18888","02 01 2024","Conroy - Lindgren"
"20","18889","02 01 2024","Pacocha - McLaughlin"
"149","18890","02 01 2024","Kovacek Inc"
"409","18891","02 01 2024","Tromp LLC"
"276","18892","02 01 2024","Ebert Inc"
"254","18893","02 01 2024","Langworth and Sons"
"159","18894","02 01 2024","Howell, Pfannerstill and Becker"
"444","18895","02 01 2024","Feest Group"
"109","18896","02 01 2024","Durgan, Herman and Rohan"
"404","18897","02 01 2024","Kuhlman - Torphy"
"331","18898","02 01 2024","Rau, Waelchi and Wolff"
"495","18899","02 01 2024","Cronin, Mosciski and Littel"
"150","18900","02 01 2024","Greenfelder LLC"
"37","18901","02 01 2024","Tromp, Zulauf and Gleichner"
"169","18902","02 01 2024","White - Pfeffer"
"428","18903","02 01 2024","Jacobson, Shanahan and Grady"
"146","18904","02 01 2024","Pouros, Lindgren and Runolfsdottir"
"235","18905","02 01 2024","Leffler, Schuster and Toy"
"62","18906","02 01 2024","Considine - Braun"
"278","18907","02 01 2024","Jenkins - Schimmel"
"175","18908","02 01 2024","Thompson, Pfeffer and Franey"
"252","18909","02 01 2024","Kertzmann and Sons"
"381","18910","02 01 2024","Cruickshank - Mertz"
"349","18911","02 01 2024","Braun LLC"
"85","18912","02 01 2024","Connelly - Bednar"
"38","18913","02 01 2024","Fay LLC"
"369","18914","02 01 2024","Bruen, Kuhn and Block"
"414","18915","02 01 2024","Terry - King"
"349","18916","02 01 2024","Gerhold LLC"
"334","18917","02 01 2024","Marks Group"
"280","18918","02 01 2024","Casper - Spencer"
"477","18919","02 01 2024","Kling LLC"
"111","18920","02 01 2024","Thompson - Roberts"
"486","18921","02 01 2024","Cormier - Jenkins"
"134","18922","02 01 2024","Ebert - Wehner"
"133","18923","02 01 2024","Quigley and Sons"
"336","18924","02 01 2024","West LLC"
"456","18925","02 01 2024","Beer Inc"
"212","18926","02 01 2024","Wolff, Gibson and Kris"
"133","18927","02 01 2024","Rohan, Weissnat and Bogisich"
"340","18928","02 01 2024","Kreiger, Kerluke and Christiansen"
"273","18929","02 01 2024","Walsh, Konopelski and Connelly"
"144","18930","02 01 2024","Gerhold Inc"
"449","18931","02 01 2024","Berge LLC"
"107","18932","02 01 2024","Becker - Huel"
"209","18933","02 01 2024","Kuvalis and Sons"
"157","18934","02 01 2024","Dare, Huel and O'Reilly"
"264","18935","02 01 2024","Prosacco - Murazik"
"308","18936","02 01 2024","Mertz - Bahringer"
"194","18937","02 01 2024","Botsford, Gorczany and Metz"
"29","18938","02 01 2024","Nienow, Hessel and Barton"
"125","18939","02 01 2024","Weissnat and Sons"
"140","18940","02 01 2024","Wisoky - Crooks"
"198","18941","02 01 2024","Gleason - Lubowitz"
"10","18942","02 01 2024","Jacobs, Bogisich and Jakubowski"
"323","18943","02 01 2024","Pagac - Rosenbaum"
"92","18944","02 01 2024","Rolfson - Bailey"
"399","18945","02 01 2024","Zemlak, Carter and Mayer"
"97","18946","02 01 2024","Christiansen Group"
"114","18947","02 01 2024","Muller LLC"
"314","18948","02 01 2024","Wiza - Bosco"
"426","18949","02 01 2024","Volkman LLC"
"51","18950","02 01 2024","Bernhard - Hane"
"184","18951","02 01 2024","Cremin, Beatty and Murazik"
"418","18952","02 01 2024","Hermann, Boyle and Rolfson"
"165","18953","02 01 2024","Hammes Group"
"61","18954","02 01 2024","Murphy - Lubowitz"
"488","18955","02 01 2024","Ferry, Bergstrom and Green"
"494","18956","02 01 2024","Schumm - Cormier"
"131","18957","02 01 2024","Trantow, Lueilwitz and Olson"
"62","18958","02 01 2024","Conroy and Sons"
"22","18959","02 01 2024","Hahn - Larkin"
"273","18960","02 01 2024","Schowalter Inc"
"301","18961","02 01 2024","King - Beahan"
"152","18962","02 01 2024","Kautzer - Nienow"
"4","18963","02 01 2024","Bednar, McClure and Romaguera"
"19","18964","02 01 2024","McKenzie - Borer"
"392","18965","02 01 2024","Davis, King and Parisian"
"74","18966","02 01 2024","Schimmel - Ward"
"492","18967","02 01 2024","Parker - Reichert"
"235","18968","02 01 2024","Hamill - Johnston"
"21","18969","02 01 2024","Krajcik, Johns and Johns"
"107","18970","02 01 2024","Barton and Sons"
"106","18971","02 01 2024","Powlowski - Denesik"
"479","18972","02 01 2024","Tremblay - McLaughlin"
"111","18973","02 01 2024","Keebler, Lang and Grimes"
"438","18974","02 01 2024","Grimes LLC"
"441","18975","02 01 2024","Ebert Inc"
"481","18976","02 01 2024","Turner, Lueilwitz and Stehr"
"63","18977","02 01 2024","Hoppe - Armstrong"
"381","18978","02 01 2024","Weimann, Bogisich and Sanford"
"353","18979","02 01 2024","Dicki, Kessler and O'Keefe"
"26","18980","02 01 2024","Schmitt - Dietrich"
"195","18981","02 01 2024","Littel - Gusikowski"
"122","18982","02 01 2024","Waelchi Group"
"251","18983","02 01 2024","Schowalter Group"
"395","18984","02 01 2024","Reinger Inc"
"7","18985","02 01 2024","Parker - Kutch"
"452","18986","02 01 2024","Fay, Carroll and Sipes"
"434","18987","02 01 2024","Goodwin - Lebsack"
"53","18988","02 01 2024","Breitenberg Group"
"53","18989","02 01 2024","Christiansen - Marvin"
"278","18990","02 01 2024","Rolfson Group"
"229","18991","02 01 2024","Frami, Bartoletti and Windler"
"427","18992","02 01 2024","Blick - Turner"
"190","18993","02 01 2024","Prosacco Inc"
"55","18994","02 01 2024","Gleason - Labadie"
"422","18995","02 01 2024","Crooks LLC"
"178","18996","02 01 2024","Friesen - Lockman"
"471","18997","02 01 2024","Sawayn - Gerhold"
"275","18998","02 01 2024","Hintz, Renner and Nienow"
"27","18999","02 01 2024","Herzog LLC"
"441","19000","02 01 2024","Barton Inc"
"202","19001","02 01 2024","Treutel - VonRueden"
"476","19002","02 01 2024","O'Keefe, Bergnaum and Veum"
"18","19003","02 01 2024","Roob Group"
"426","19004","02 01 2024","Thompson - Reichel"
"480","19005","02 01 2024","Ondricka - Simonis"
"58","19006","02 01 2024","Sawayn and Sons"
"207","19007","02 01 2024","Fadel Inc"
"384","19008","02 01 2024","Schaefer LLC"
"254","19009","02 01 2024","Ratke LLC"
"155","19010","02 01 2024","Rau Inc"
"116","19011","02 01 2024","Effertz, Nienow and Pfannerstill"
"307","19012","02 01 2024","Oberbrunner - Kuhic"
"60","19013","02 01 2024","Lowe, Pouros and Corkery"
"214","19014","02 01 2024","Hane Group"
"284","19015","02 01 2024","Lang, Bergnaum and Bergnaum"
"392","19016","02 01 2024","Bartell - Jast"
"425","19017","02 01 2024","Schumm, Dooley and Bernhard"
"376","19018","02 01 2024","Runolfsson - Torp"
"339","19019","02 01 2024","Hodkiewicz LLC"
"388","19020","02 01 2024","Considine LLC"
"324","19021","02 01 2024","Monahan Inc"
"184","19022","02 01 2024","Funk, Yundt and Schoen"
"325","19023","02 01 2024","Waelchi - Zieme"
"117","19024","02 01 2024","Gerlach - Haley"
"103","19025","02 01 2024","Dooley - Wisoky"
"400","19026","02 01 2024","Hayes, Harvey and Grant"
"439","19027","02 01 2024","Kuhic LLC"
"334","19028","02 01 2024","Williamson - Harber"
"311","19029","02 01 2024","Rau and Sons"
"481","19030","02 01 2024","Crooks, Rice and Zieme"
"313","19031","02 01 2024","West Inc"
"461","19032","02 01 2024","Ankunding - Ritchie"
"50","19033","02 01 2024","Hegmann, VonRueden and Heidenreich"
"285","19034","02 01 2024","Steuber - Conn"
"362","19035","02 01 2024","Grant - Heaney"
"33","19036","02 01 2024","Aufderhar Group"
"100","19037","02 01 2024","O'Hara and Sons"
"73","19038","02 01 2024","Corwin Inc"
"326","19039","02 01 2024","Fadel and Sons"
"104","19040","02 01 2024","Doyle Inc"
"195","19041","02 01 2024","Pouros - Schuppe"
"126","19042","02 01 2024","Davis, Becker and Pouros"
"494","19043","02 01 2024","Friesen - Weimann"
"298","19044","02 01 2024","Feil Inc"
"424","19045","02 01 2024","Ledner, Brekke and Skiles"
"358","19046","02 01 2024","Toy and Sons"
"122","19047","02 01 2024","Hoeger - Reichel"
"256","19048","02 01 2024","Carter and Sons"
"67","19049","02 01 2024","Collier and Sons"
"11","19050","02 01 2024","Conn, Weber and Stoltenberg"
"351","19051","02 01 2024","O'Hara - Kautzer"
"27","19052","02 01 2024","Hodkiewicz LLC"
"63","19053","02 01 2024","Dickinson, Jaskolski and Larkin"
"294","19054","02 01 2024","Wilderman and Sons"
"175","19055","02 01 2024","Rogahn, Doyle and Becker"
"288","19056","02 01 2024","Weber - Rutherford"
"496","19057","02 01 2024","King, Abshire and Kautzer"
"272","19058","02 01 2024","Romaguera, Brakus and Deckow"
"190","19059","02 01 2024","Witting - Kuvalis"
"318","19060","02 01 2024","Cole - Wisoky"
"62","19061","02 01 2024","Hackett, Powlowski and Kub"
"323","19062","02 01 2024","Windler - Funk"
"378","19063","02 01 2024","Anderson - Windler"
"186","19064","02 01 2024","Howe Inc"
"213","19065","02 01 2024","Reinger - Ledner"
"122","19066","02 01 2024","Kuphal - Roob"
"364","19067","02 01 2024","Crona - Beer"
"399","19068","02 01 2024","Schamberger - Torp"
"65","19069","02 01 2024","Williamson Group"
"11","19070","02 01 2024","Mitchell Group"
"145","19071","02 01 2024","Schumm, Stanton and Lemke"
"213","19072","02 01 2024","Nikolaus - Larkin"
"141","19073","02 01 2024","Schaden - Doyle"
"212","19074","02 01 2024","Hayes, Abernathy and Buckridge"
"479","19075","02 01 2024","Schowalter and Sons"
"365","19076","02 01 2024","Turcotte - Botsford"
"16","19077","02 01 2024","Rempel, Christiansen and Kutch"
"93","19078","02 01 2024","Nitzsche Inc"
"382","19079","02 01 2024","Goldner, Romaguera and Conn"
"454","19080","02 01 2024","Borer Inc"
"288","19081","02 01 2024","Wiza Inc"
"167","19082","02 01 2024","Crona, Stroman and Grant"
"111","19083","02 01 2024","Yost, Hammes and McClure"
"23","19084","02 01 2024","Breitenberg, Smitham and Gibson"
"86","19085","02 01 2024","Morar - Mayer"
"357","19086","02 01 2024","Bechtelar - Price"
"321","19087","02 01 2024","Klein - Beier"
"374","19088","02 01 2024","Hane - Sanford"
"319","19089","02 01 2024","Hackett, Rath and Yost"
"151","19090","02 01 2024","Aufderhar Inc"
"386","19091","02 01 2024","Ratke, Harber and Graham"
"145","19092","02 01 2024","Ferry, Wisoky and Friesen"
"184","19093","02 01 2024","O'Conner LLC"
"125","19094","02 01 2024","Boehm Group"
"15","19095","02 01 2024","Bergnaum - Morar"
"17","19096","02 01 2024","Marquardt, Kertzmann and Boyle"
"320","19097","02 01 2024","Flatley, Tillman and Leuschke"
"488","19098","02 01 2024","D'Amore, Witting and Beahan"
"157","19099","02 01 2024","Lynch and Sons"
"432","19100","02 01 2024","Considine - Walker"
"375","19101","02 01 2024","Schultz LLC"
"216","19102","02 01 2024","Zemlak - Hyatt"
"196","19103","02 01 2024","Klocko Group"
"442","19104","02 01 2024","Bashirian, Roob and Kuvalis"
"68","19105","02 01 2024","Carter Group"
"320","19106","02 01 2024","Jones - Cormier"
"305","19107","02 01 2024","Abernathy, Price and Ankunding"
"2","19108","02 01 2024","Moore - Feest"
"277","19109","02 01 2024","Kuhlman, Bashirian and Lind"
"262","19110","02 01 2024","Kris and Sons"
"327","19111","02 01 2024","Wolf, Connelly and Shanahan"
"402","19112","02 01 2024","Langworth Group"
"317","19113","02 01 2024","Beer - Doyle"
"119","19114","02 01 2024","Cole, Bahringer and Swaniawski"
"322","19115","02 01 2024","Christiansen, Rau and Jaskolski"
"157","19116","02 01 2024","Thompson - Volkman"
"296","19117","02 01 2024","Hoppe, Brown and Schuster"
"206","19118","02 01 2024","Kunde Inc"
"1","19119","02 01 2024","Morar, Wiegand and Rohan"
"352","19120","02 01 2024","Kreiger - Johnston"
"375","19121","02 01 2024","Gutmann, Ritchie and Klein"
"284","19122","02 01 2024","Streich and Sons"
"392","19123","02 01 2024","Zieme - Cremin"
"456","19124","02 01 2024","Nitzsche, Haag and Fay"
"479","19125","02 01 2024","Prosacco LLC"
"343","19126","02 01 2024","Kertzmann - Rowe"
"497","19127","02 01 2024","Johnson, Beatty and Jacobs"
"199","19128","02 01 2024","Gerlach - Schneider"
"286","19129","02 01 2024","Lynch - Kiehn"
"266","19130","02 01 2024","Douglas, Lesch and Daniel"
"21","19131","02 01 2024","Paucek, Feest and Monahan"
"398","19132","02 01 2024","Lemke, Stiedemann and Volkman"
"495","19133","02 01 2024","Hermiston, King and Yundt"
"347","19134","02 01 2024","Russel and Sons"
"471","19135","02 01 2024","Lemke, Volkman and Kulas"
"143","19136","02 01 2024","Mueller, Harber and Zboncak"
"359","19137","02 01 2024","Monahan - Emard"
"57","19138","02 01 2024","Schneider, Kihn and Abshire"
"162","19139","02 01 2024","Renner - Barrows"
"151","19140","02 01 2024","Runolfsson and Sons"
"342","19141","02 01 2024","Hermiston Group"
"256","19142","02 01 2024","Heidenreich, Gleichner and Thompson"
"26","19143","02 01 2024","Morar, Zemlak and Okuneva"
"248","19144","02 01 2024","Bradtke - Wisoky"
"438","19145","02 01 2024","Abbott - Renner"
"55","19146","02 01 2024","Spinka - Ortiz"
"381","19147","02 01 2024","Stark Inc"
"369","19148","02 01 2024","Olson - Littel"
"436","19149","02 01 2024","Metz - Dach"
"38","19150","02 01 2024","Gusikowski and Sons"
"193","19151","02 01 2024","Greenfelder LLC"
"468","19152","02 01 2024","Wiza and Sons"
"183","19153","02 01 2024","Heaney Inc"
"8","19154","02 01 2024","Schimmel, Carter and Cassin"
"178","19155","02 01 2024","McClure, Collier and MacGyver"
"300","19156","02 01 2024","Greenfelder, King and Feeney"
"442","19157","02 01 2024","Cronin and Sons"
"411","19158","02 01 2024","Pfeffer, Wolff and Koch"
"285","19159","02 01 2024","Sawayn Inc"
"466","19160","02 01 2024","Grant - Kris"
"118","19161","02 01 2024","Dickens, Harvey and Welch"
"49","19162","02 01 2024","Williamson and Sons"
"315","19163","02 01 2024","Gorczany LLC"
"455","19164","02 01 2024","Sporer, Weimann and Wilderman"
"483","19165","02 01 2024","Crooks - Kiehn"
"390","19166","02 01 2024","Mante - King"
"496","19167","02 01 2024","Turcotte Group"
"69","19168","02 01 2024","Mohr, Connelly and Hirthe"
"119","19169","02 01 2024","Nienow, Williamson and Boyle"
"405","19170","02 01 2024","Christiansen, McGlynn and Kilback"
"418","19171","02 01 2024","Veum Group"
"424","19172","02 01 2024","Halvorson - Altenwerth"
"422","19173","02 01 2024","Gottlieb, Ankunding and Wolff"
"149","19174","02 01 2024","Nolan LLC"
"442","19175","02 01 2024","Abbott - Jacobi"
"246","19176","02 01 2024","Connelly and Sons"
"236","19177","02 01 2024","Herman - Kunde"
"403","19178","02 01 2024","Rau, Hegmann and Keeling"
"36","19179","02 01 2024","Jakubowski, Cruickshank and Bogisich"
"324","19180","02 01 2024","Mayert - Willms"
"355","19181","02 01 2024","Kunze, Beier and Moore"
"196","19182","02 01 2024","Hodkiewicz, Padberg and Wisoky"
"234","19183","02 01 2024","Rogahn, Pouros and Kris"
"454","19184","02 01 2024","Ondricka - Wolff"
"384","19185","02 01 2024","Gutmann and Sons"
"199","19186","02 01 2024","McCullough Group"
"76","19187","02 01 2024","Zulauf, Rau and Oberbrunner"
"380","19188","02 01 2024","Gutkowski - Hudson"
"244","19189","02 01 2024","Torphy, Ankunding and Gutmann"
"70","19190","02 01 2024","Runolfsdottir - Bernier"
"266","19191","02 01 2024","Kovacek - Price"
"44","19192","02 01 2024","Kassulke Group"
"164","19193","02 01 2024","Mohr, Beatty and Leannon"
"26","19194","02 01 2024","Bartell, Rice and Waters"
"464","19195","02 01 2024","Lockman and Sons"
"27","19196","02 01 2024","Stroman, Mohr and Lang"
"36","19197","02 01 2024","Abshire Inc"
"167","19198","02 01 2024","McClure - Nicolas"
"232","19199","02 01 2024","Friesen - Gislason"
"30","19200","02 01 2024","Friesen - Berge"
"274","19201","02 01 2024","Bartell Group"
"439","19202","02 01 2024","Cummerata Group"
"342","19203","02 01 2024","Ebert - Johnson"
"192","19204","02 01 2024","O'Reilly - Hayes"
"167","19205","02 01 2024","Lemke - Marvin"
"461","19206","02 01 2024","Hessel Inc"
"188","19207","02 01 2024","Dickens and Sons"
"462","19208","02 01 2024","Hartmann - Yost"
"93","19209","02 01 2024","Haag - Predovic"
"80","19210","02 01 2024","Hand LLC"
"437","19211","02 01 2024","Little - VonRueden"
"486","19212","02 01 2024","West LLC"
"268","19213","02 01 2024","Emmerich LLC"
"466","19214","02 01 2024","Mitchell and Sons"
"58","19215","02 01 2024","O'Keefe and Sons"
"56","19216","02 01 2024","Pfeffer - Luettgen"
"487","19217","02 01 2024","Kling - Brakus"
"20","19218","02 01 2024","Cruickshank - Miller"
"294","19219","02 01 2024","Sanford, Zulauf and Borer"
"182","19220","02 01 2024","Leffler, Simonis and Heidenreich"
"296","19221","02 01 2024","Roberts and Sons"
"498","19222","02 01 2024","Grant Inc"
"103","19223","02 01 2024","Skiles Group"
"293","19224","02 01 2024","Dibbert Group"
"311","19225","02 01 2024","Dietrich Inc"
"497","19226","02 01 2024","Conroy - Stokes"
"168","19227","02 01 2024","Marks - Sporer"
"47","19228","02 01 2024","Feeney - Bergstrom"
"184","19229","02 01 2024","VonRueden Inc"
"153","19230","02 01 2024","Brown Inc"
"160","19231","02 01 2024","Kozey - Parker"
"139","19232","02 01 2024","Boyer - Zulauf"
"294","19233","02 01 2024","Homenick - Larson"
"173","19234","02 01 2024","Lehner, Haley and Rath"
"243","19235","02 01 2024","Rau, Mosciski and Bogan"
"451","19236","02 01 2024","O'Keefe - Steuber"
"236","19237","02 01 2024","Wisoky, Heller and Monahan"
"367","19238","02 01 2024","Doyle - Hane"
"215","19239","02 01 2024","Lueilwitz - Hirthe"
"20","19240","02 01 2024","Little LLC"
"154","19241","02 01 2024","Moore, McGlynn and Ritchie"
"406","19242","02 01 2024","O'Keefe, Gerlach and Schmeler"
"458","19243","02 01 2024","Kassulke, Zemlak and Hagenes"
"376","19244","02 01 2024","Ebert Group"
"113","19245","02 01 2024","Kulas - Hoppe"
"147","19246","02 01 2024","Beahan Group"
"181","19247","02 01 2024","Hoppe - O'Connell"
"102","19248","02 01 2024","Hackett, Hackett and Ankunding"
"262","19249","02 01 2024","Adams - Goodwin"
"33","19250","02 01 2024","Hartmann, Emard and Gorczany"
"67","19251","02 01 2024","Bogisich Inc"
"380","19252","02 01 2024","Marquardt - Ferry"
"413","19253","02 01 2024","Will, Block and Trantow"
"372","19254","02 01 2024","Cremin - Kreiger"
"278","19255","02 01 2024","Price - Veum"
"251","19256","02 01 2024","Simonis LLC"
"242","19257","02 01 2024","Crona - Stracke"
"76","19258","02 01 2024","Considine LLC"
"351","19259","02 01 2024","Friesen LLC"
"310","19260","02 01 2024","Brakus, Barrows and Powlowski"
"410","19261","02 01 2024","Gibson - Hyatt"
"410","19262","02 01 2024","Hegmann and Sons"
"82","19263","02 01 2024","Corkery, Ernser and Rogahn"
"347","19264","02 01 2024","Kemmer - Cronin"
"34","19265","02 01 2024","Roberts, Feest and Daniel"
"472","19266","02 01 2024","Hickle LLC"
"96","19267","02 01 2024","Leannon, Schiller and Murray"
"30","19268","02 01 2024","Ferry and Sons"
"25","19269","02 01 2024","Muller, Weber and Gorczany"
"120","19270","02 01 2024","Kessler LLC"
"356","19271","02 01 2024","Ratke - Wiegand"
"287","19272","02 01 2024","Ratke Group"
"416","19273","02 01 2024","Hilpert, Jast and Hoppe"
"396","19274","02 01 2024","Ullrich and Sons"
"239","19275","02 01 2024","Herzog LLC"
"254","19276","02 01 2024","Heller, Mitchell and Trantow"
"101","19277","02 01 2024","Waters and Sons"
"159","19278","02 01 2024","Roob and Sons"
"72","19279","02 01 2024","Wisoky LLC"
"299","19280","02 01 2024","Carter - Cummerata"
"197","19281","02 01 2024","Muller Inc"
"135","19282","02 01 2024","Stark - Brekke"
"75","19283","02 01 2024","Larson - Heidenreich"
"17","19284","02 01 2024","Lueilwitz - Hauck"
"312","19285","02 01 2024","Williamson, Ebert and Macejkovic"
"328","19286","02 01 2024","Mayer Inc"
"489","19287","02 01 2024","Leuschke, Leffler and Herman"
"418","19288","02 01 2024","Hickle, Swift and Aufderhar"
"208","19289","02 01 2024","Dooley, Reilly and Mohr"
"55","19290","02 01 2024","Kerluke - Batz"
"176","19291","02 01 2024","Okuneva - Collier"
"163","19292","02 01 2024","Goodwin, Ward and Gerlach"
"253","19293","02 01 2024","Schultz, Gleason and Torp"
"292","19294","02 01 2024","Hegmann - Bailey"
"22","19295","02 01 2024","Hintz and Sons"
"14","19296","02 01 2024","Zemlak - Paucek"
"112","19297","02 01 2024","Kshlerin - Schultz"
"91","19298","02 01 2024","Bruen Inc"
"195","19299","02 01 2024","Davis, O'Reilly and Marquardt"
"254","19300","02 01 2024","Schneider - Zulauf"
"460","19301","02 01 2024","Abshire - Predovic"
"112","19302","02 01 2024","Kessler Inc"
"23","19303","02 01 2024","Durgan Inc"
"330","19304","02 01 2024","Johns Inc"
"204","19305","02 01 2024","Dickens - Larson"
"106","19306","02 01 2024","Wisozk and Sons"
"258","19307","02 01 2024","Romaguera - Muller"
"229","19308","02 01 2024","Romaguera Group"
"491","19309","02 01 2024","Lubowitz Inc"
"28","19310","02 01 2024","Bergstrom Group"
"482","19311","02 01 2024","Tillman, Trantow and Wilderman"
"53","19312","02 01 2024","Upton Group"
"372","19313","02 01 2024","Shanahan Group"
"348","19314","02 01 2024","Halvorson - Mante"
"418","19315","02 01 2024","Weissnat, Renner and Larkin"
"384","19316","02 01 2024","Bednar - Watsica"
"267","19317","02 01 2024","Gutmann - Herman"
"366","19318","02 01 2024","Lind, Yost and Gleichner"
"354","19319","02 01 2024","Osinski - Stamm"
"455","19320","02 01 2024","Carter and Sons"
"343","19321","02 01 2024","Kohler Group"
"476","19322","02 01 2024","Beer - Feeney"
"224","19323","02 01 2024","Oberbrunner, Hartmann and Dickens"
"43","19324","02 01 2024","Rogahn and Sons"
"75","19325","02 01 2024","Blick LLC"
"11","19326","02 01 2024","Cole, Batz and Collins"
"115","19327","02 01 2024","Mraz and Sons"
"191","19328","02 01 2024","Beer - Graham"
"444","19329","02 01 2024","Mayert, Prosacco and Gerhold"
"333","19330","02 01 2024","Dickinson LLC"
"33","19331","02 01 2024","Langosh LLC"
"294","19332","02 01 2024","Botsford, Rolfson and Reichert"
"0","19333","02 01 2024","Welch, Runte and Sawayn"
"37","19334","02 01 2024","Carter Group"
"50","19335","02 01 2024","Boyle, Gutkowski and Hettinger"
"149","19336","02 01 2024","Runte - Huels"
"362","19337","02 01 2024","Weimann Group"
"10","19338","02 01 2024","Schmidt - Kulas"
"175","19339","02 01 2024","Bradtke Group"
"84","19340","02 01 2024","Cummings Inc"
"302","19341","02 01 2024","Huel - Cruickshank"
"103","19342","02 01 2024","Prohaska, Jones and Wunsch"
"455","19343","02 01 2024","Parisian Group"
"422","19344","02 01 2024","Wiegand, Swaniawski and Howe"
"177","19345","02 01 2024","Kassulke, Braun and Harvey"
"298","19346","02 01 2024","Rohan - Lockman"
"69","19347","02 01 2024","Emmerich, Ferry and Shanahan"
"80","19348","02 01 2024","Mann - Miller"
"228","19349","02 01 2024","Hodkiewicz Group"
"282","19350","02 01 2024","Williamson, Hand and Jones"
"251","19351","02 01 2024","Hansen - Wuckert"
"147","19352","02 01 2024","Metz Inc"
"148","19353","02 01 2024","Treutel Group"
"186","19354","02 01 2024","Klocko - Weber"
"192","19355","02 01 2024","Purdy Group"
"413","19356","02 01 2024","Erdman, Osinski and Durgan"
"424","19357","02 01 2024","Johnston, Hyatt and Stokes"
"432","19358","02 01 2024","Tromp Group"
"56","19359","02 01 2024","Nader, Upton and Conroy"
"444","19360","02 01 2024","Harris, Hessel and Kassulke"
"429","19361","02 01 2024","Emard and Sons"
"409","19362","02 01 2024","Robel LLC"
"75","19363","02 01 2024","Pouros - Hilll"
"321","19364","02 01 2024","Williamson - Buckridge"
"354","19365","02 01 2024","Labadie, Harber and Schaden"
"226","19366","02 01 2024","Hills - O'Kon"
"282","19367","02 01 2024","Altenwerth, Schultz and Wehner"
